INDUSTRY,QUARTER,YEAR,ACTION,VALUE_%
"Motor vehicles, parts and accessories",3,2011,UTILISATION,82.1
"Motor vehicles, parts and accessories",4,2011,UTILISATION,80.4
"Motor vehicles, parts and accessories",1,2012,UTILISATION,81.0
"Motor vehicles, parts and accessories",2,2012,UTILISATION,85.3
"Motor vehicles, parts and accessories",3,2012,UTILISATION,85.1
"Motor vehicles, parts and accessories",4,2012,UTILISATION,85.9
"Motor vehicles, parts and accessories",1,2013,UTILISATION,82.3
"Motor vehicles, parts and accessories",2,2013,UTILISATION,84.9
"Motor vehicles, parts and accessories",3,2013,UTILISATION,72.1
"Motor vehicles, parts and accessories",4,2013,UTILISATION,86.1
"Motor vehicles, parts and accessories",1,2014,UTILISATION,79.3
"Motor vehicles, parts and accessories",2,2014,UTILISATION,80.0
"Motor vehicles, parts and accessories",3,2014,UTILISATION,84.4
"Motor vehicles, parts and accessories",4,2014,UTILISATION,84.0
"Motor vehicles, parts and accessories",1,2015,UTILISATION,79.9
"Motor vehicles, parts and accessories",2,2015,UTILISATION,83.2
"Motor vehicles, parts and accessories",3,2015,UTILISATION,80.7
"Motor vehicles, parts and accessories",4,2015,UTILISATION,83.9
"Motor vehicles, parts and accessories",1,2016,UTILISATION,81.9
"Motor vehicles, parts and accessories",2,2016,UTILISATION,81.7
"Motor vehicles, parts and accessories",3,2016,UTILISATION,83.7
"Motor vehicles, parts and accessories",4,2016,UTILISATION,83.2
"Motor vehicles, parts and accessories",1,2017,UTILISATION,81.6
"Motor vehicles, parts and accessories",2,2017,UTILISATION,82.2
"Motor vehicles, parts and accessories",3,2017,UTILISATION,84.6
"Motor vehicles, parts and accessories",4,2017,UTILISATION,83.4
"Motor vehicles, parts and accessories",1,2018,UTILISATION,82.9
"Motor vehicles, parts and accessories",2,2018,UTILISATION,83.9
"Motor vehicles, parts and accessories",3,2018,UTILISATION,84.3
"Motor vehicles, parts and accessories",4,2018,UTILISATION,85.6
"Motor vehicles, parts and accessories",1,2019,UTILISATION,83.9
"Motor vehicles, parts and accessories",2,2019,UTILISATION,84.9
"Motor vehicles, parts and accessories",3,2019,UTILISATION,84.6
"Motor vehicles, parts and accessories",4,2019,UTILISATION,82.0
"Motor vehicles, parts and accessories",1,2020,UTILISATION,82.2
"Motor vehicles, parts and accessories",2,2020,UTILISATION,47.1
"Motor vehicles, parts and accessories",3,2020,UTILISATION,68.7
"Motor vehicles, parts and accessories",4,2020,UTILISATION,80.7
"Motor vehicles, parts and accessories",1,2021,UTILISATION,82.0
"Motor vehicles, parts and accessories",2,2021,UTILISATION,82.1
"Motor vehicles, parts and accessories",3,2021,UTILISATION,73.3
"Motor vehicles, parts and accessories",4,2021,UTILISATION,83.3
Other transport equipment,4,2003,UTILISATION,75.2
Other transport equipment,1,2004,UTILISATION,80.0
Other transport equipment,2,2004,UTILISATION,71.3
Other transport equipment,3,2004,UTILISATION,72.9
Other transport equipment,4,2004,UTILISATION,75.3
Other transport equipment,1,2005,UTILISATION,77.0
Other transport equipment,2,2005,UTILISATION,77.5
Other transport equipment,3,2005,UTILISATION,71.1
Other transport equipment,4,2005,UTILISATION,70.0
Other transport equipment,1,2006,UTILISATION,74.4
Other transport equipment,2,2006,UTILISATION,73.2
Other transport equipment,3,2006,UTILISATION,75.7
Other transport equipment,4,2006,UTILISATION,70.3
Other transport equipment,1,2007,UTILISATION,78.9
Other transport equipment,2,2007,UTILISATION,77.9
Other transport equipment,3,2007,UTILISATION,76.0
Other transport equipment,4,2007,UTILISATION,79.4
Other transport equipment,1,2008,UTILISATION,76.9
Other transport equipment,2,2008,UTILISATION,82.0
Other transport equipment,3,2008,UTILISATION,80.7
Other transport equipment,4,2008,UTILISATION,78.8
Other transport equipment,1,2009,UTILISATION,76.8
Other transport equipment,2,2009,UTILISATION,82.1
Other transport equipment,3,2009,UTILISATION,84.0
Other transport equipment,4,2009,UTILISATION,76.7
Other transport equipment,1,2010,UTILISATION,78.1
Other transport equipment,2,2010,UTILISATION,78.3
Other transport equipment,3,2010,UTILISATION,79.1
Other transport equipment,4,2010,UTILISATION,77.6
Other transport equipment,1,2011,UTILISATION,73.5
Other transport equipment,2,2011,UTILISATION,80.5
Other transport equipment,3,2011,UTILISATION,81.3
Other transport equipment,4,2011,UTILISATION,76.2
Other transport equipment,1,2012,UTILISATION,73.9
Other transport equipment,2,2012,UTILISATION,79.3
Other transport equipment,3,2012,UTILISATION,80.6
Other transport equipment,4,2012,UTILISATION,80.5
Other transport equipment,1,2013,UTILISATION,80.2
Other transport equipment,2,2013,UTILISATION,79.3
Other transport equipment,3,2013,UTILISATION,80.9
Other transport equipment,4,2013,UTILISATION,81.5
Other transport equipment,1,2014,UTILISATION,78.5
Other transport equipment,2,2014,UTILISATION,71.0
Other transport equipment,3,2014,UTILISATION,73.1
Other transport equipment,4,2014,UTILISATION,72.5
Other transport equipment,1,2015,UTILISATION,79.9
Other transport equipment,2,2015,UTILISATION,69.5
Other transport equipment,3,2015,UTILISATION,68.6
Other transport equipment,4,2015,UTILISATION,75.1
Other transport equipment,1,2016,UTILISATION,79.9
Other transport equipment,2,2016,UTILISATION,74.5
Other transport equipment,3,2016,UTILISATION,70.7
Other transport equipment,4,2016,UTILISATION,68.1
Other transport equipment,1,2017,UTILISATION,65.2
Other transport equipment,2,2017,UTILISATION,70.6
Other transport equipment,3,2017,UTILISATION,74.7
Other transport equipment,4,2017,UTILISATION,75.7
Other transport equipment,1,2018,UTILISATION,72.7
Other transport equipment,2,2018,UTILISATION,78.7
Other transport equipment,3,2018,UTILISATION,66.5
Other transport equipment,4,2018,UTILISATION,68.2
Other transport equipment,1,2019,UTILISATION,62.9
Other transport equipment,2,2019,UTILISATION,61.8
Other transport equipment,3,2019,UTILISATION,62.1
Other transport equipment,4,2019,UTILISATION,62.4
Other transport equipment,1,2020,UTILISATION,62.1
Other transport equipment,2,2020,UTILISATION,31.0
Other transport equipment,3,2020,UTILISATION,57.9
Other transport equipment,4,2020,UTILISATION,63.3
Other transport equipment,1,2021,UTILISATION,60.7
Other transport equipment,2,2021,UTILISATION,60.4
Other transport equipment,3,2021,UTILISATION,61.7
Other transport equipment,4,2021,UTILISATION,65.3
"Motor vehicles, trailers and parts and accessories",4,2003,UTILISATION,77.2
"Motor vehicles, trailers and parts and accessories",1,2004,UTILISATION,80.3
"Motor vehicles, trailers and parts and accessories",2,2004,UTILISATION,81.5
"Motor vehicles, trailers and parts and accessories",3,2004,UTILISATION,82.9
"Motor vehicles, trailers and parts and accessories",4,2004,UTILISATION,84.8
"Motor vehicles, trailers and parts and accessories",1,2005,UTILISATION,77.5
"Motor vehicles, trailers and parts and accessories",2,2005,UTILISATION,84.5
"Motor vehicles, trailers and parts and accessories",3,2005,UTILISATION,85.5
"Motor vehicles, trailers and parts and accessories",4,2005,UTILISATION,87.3
"Motor vehicles, trailers and parts and accessories",1,2006,UTILISATION,87.4
"Motor vehicles, trailers and parts and accessories",2,2006,UTILISATION,87.3
"Motor vehicles, trailers and parts and accessories",3,2006,UTILISATION,87.5
"Motor vehicles, trailers and parts and accessories",4,2006,UTILISATION,89.2
"Motor vehicles, trailers and parts and accessories",1,2007,UTILISATION,89.7
"Motor vehicles, trailers and parts and accessories",2,2007,UTILISATION,88.2
"Motor vehicles, trailers and parts and accessories",3,2007,UTILISATION,87.2
"Motor vehicles, trailers and parts and accessories",4,2007,UTILISATION,86.9
"Motor vehicles, trailers and parts and accessories",1,2008,UTILISATION,85.6
"Motor vehicles, trailers and parts and accessories",2,2008,UTILISATION,83.1
"Motor vehicles, trailers and parts and accessories",3,2008,UTILISATION,82.9
"Motor vehicles, trailers and parts and accessories",4,2008,UTILISATION,79.5
"Motor vehicles, trailers and parts and accessories",1,2009,UTILISATION,70.3
"Motor vehicles, trailers and parts and accessories",2,2009,UTILISATION,69.8
"Motor vehicles, trailers and parts and accessories",3,2009,UTILISATION,68.3
"Motor vehicles, trailers and parts and accessories",4,2009,UTILISATION,75.2
"Motor vehicles, trailers and parts and accessories",1,2010,UTILISATION,74.4
"Motor vehicles, trailers and parts and accessories",2,2010,UTILISATION,77.9
"Motor vehicles, trailers and parts and accessories",3,2010,UTILISATION,72.9
"Motor vehicles, trailers and parts and accessories",4,2010,UTILISATION,83.9
"Motor vehicles, trailers and parts and accessories",1,2011,UTILISATION,80.2
"Motor vehicles, trailers and parts and accessories",2,2011,UTILISATION,77.8
"Motor vehicles, trailers and parts and accessories",3,2011,UTILISATION,82.0
"Motor vehicles, trailers and parts and accessories",4,2011,UTILISATION,79.8
"Motor vehicles, trailers and parts and accessories",1,2012,UTILISATION,79.8
"Motor vehicles, trailers and parts and accessories",2,2012,UTILISATION,84.3
"Motor vehicles, trailers and parts and accessories",3,2012,UTILISATION,84.4
"Motor vehicles, trailers and parts and accessories",4,2012,UTILISATION,85.0
"Motor vehicles, trailers and parts and accessories",1,2013,UTILISATION,82.1
"Motor vehicles, trailers and parts and accessories",2,2013,UTILISATION,84.0
"Motor vehicles, trailers and parts and accessories",3,2013,UTILISATION,73.6
"Motor vehicles, trailers and parts and accessories",4,2013,UTILISATION,85.3
"Motor vehicles, trailers and parts and accessories",1,2014,UTILISATION,79.1
"Motor vehicles, trailers and parts and accessories",2,2014,UTILISATION,78.3
"Motor vehicles, trailers and parts and accessories",3,2014,UTILISATION,82.4
"Motor vehicles, trailers and parts and accessories",4,2014,UTILISATION,81.9
"Motor vehicles, trailers and parts and accessories",1,2015,UTILISATION,79.8
"Motor vehicles, trailers and parts and accessories",2,2015,UTILISATION,81.1
"Motor vehicles, trailers and parts and accessories",3,2015,UTILISATION,79.0
"Motor vehicles, trailers and parts and accessories",4,2015,UTILISATION,82.5
"Motor vehicles, trailers and parts and accessories",1,2016,UTILISATION,81.5
"Motor vehicles, trailers and parts and accessories",2,2016,UTILISATION,80.5
"Motor vehicles, trailers and parts and accessories",3,2016,UTILISATION,81.7
"Motor vehicles, trailers and parts and accessories",4,2016,UTILISATION,80.8
"Motor vehicles, trailers and parts and accessories",1,2017,UTILISATION,79.0
"Motor vehicles, trailers and parts and accessories",2,2017,UTILISATION,80.4
"Motor vehicles, trailers and parts and accessories",3,2017,UTILISATION,83.0
"Motor vehicles, trailers and parts and accessories",4,2017,UTILISATION,82.1
"Motor vehicles, trailers and parts and accessories",1,2018,UTILISATION,81.3
"Motor vehicles, trailers and parts and accessories",2,2018,UTILISATION,83.0
"Motor vehicles, trailers and parts and accessories",3,2018,UTILISATION,81.5
"Motor vehicles, trailers and parts and accessories",4,2018,UTILISATION,82.7
"Motor vehicles, trailers and parts and accessories",1,2019,UTILISATION,80.6
"Motor vehicles, trailers and parts and accessories",2,2019,UTILISATION,81.3
"Motor vehicles, trailers and parts and accessories",3,2019,UTILISATION,81.1
"Motor vehicles, trailers and parts and accessories",4,2019,UTILISATION,78.9
"Motor vehicles, trailers and parts and accessories",1,2020,UTILISATION,79.0
"Motor vehicles, trailers and parts and accessories",2,2020,UTILISATION,44.5
"Motor vehicles, trailers and parts and accessories",3,2020,UTILISATION,67.1
"Motor vehicles, trailers and parts and accessories",4,2020,UTILISATION,78.0
"Motor vehicles, trailers and parts and accessories",1,2021,UTILISATION,78.6
"Motor vehicles, trailers and parts and accessories",2,2021,UTILISATION,78.7
"Motor vehicles, trailers and parts and accessories",3,2021,UTILISATION,71.5
"Motor vehicles, trailers and parts and accessories",4,2021,UTILISATION,80.5
Other manufacturing groups (including tobacco products),4,2003,UTILISATION,87.6
Other manufacturing groups (including tobacco products),1,2004,UTILISATION,90.6
Other manufacturing groups (including tobacco products),2,2004,UTILISATION,89.8
Other manufacturing groups (including tobacco products),3,2004,UTILISATION,91.9
Other manufacturing groups (including tobacco products),4,2004,UTILISATION,91.8
Other manufacturing groups (including tobacco products),1,2005,UTILISATION,90.2
Other manufacturing groups (including tobacco products),2,2005,UTILISATION,91.5
Other manufacturing groups (including tobacco products),3,2005,UTILISATION,90.5
Other manufacturing groups (including tobacco products),4,2005,UTILISATION,92.8
Other manufacturing groups (including tobacco products),1,2006,UTILISATION,91.4
Other manufacturing groups (including tobacco products),2,2006,UTILISATION,91.3
Other manufacturing groups (including tobacco products),3,2006,UTILISATION,92.6
Other manufacturing groups (including tobacco products),4,2006,UTILISATION,93.4
Other manufacturing groups (including tobacco products),1,2007,UTILISATION,92.5
Other manufacturing groups (including tobacco products),2,2007,UTILISATION,92.2
Other manufacturing groups (including tobacco products),3,2007,UTILISATION,93.4
Other manufacturing groups (including tobacco products),4,2007,UTILISATION,91.8
Other manufacturing groups (including tobacco products),1,2008,UTILISATION,91.0
Other manufacturing groups (including tobacco products),2,2008,UTILISATION,92.3
Other manufacturing groups (including tobacco products),3,2008,UTILISATION,92.0
Other manufacturing groups (including tobacco products),4,2008,UTILISATION,82.0
Other manufacturing groups (including tobacco products),1,2009,UTILISATION,80.4
Other manufacturing groups (including tobacco products),2,2009,UTILISATION,79.6
Other manufacturing groups (including tobacco products),3,2009,UTILISATION,81.3
Other manufacturing groups (including tobacco products),4,2009,UTILISATION,84.1
Other manufacturing groups (including tobacco products),1,2010,UTILISATION,88.6
Other manufacturing groups (including tobacco products),2,2010,UTILISATION,89.3
Other manufacturing groups (including tobacco products),3,2010,UTILISATION,89.7
Other manufacturing groups (including tobacco products),4,2010,UTILISATION,88.7
Other manufacturing groups (including tobacco products),1,2011,UTILISATION,81.8
Other manufacturing groups (including tobacco products),2,2011,UTILISATION,82.0
Other manufacturing groups (including tobacco products),3,2011,UTILISATION,86.0
Other manufacturing groups (including tobacco products),4,2011,UTILISATION,81.6
Other manufacturing groups (including tobacco products),1,2012,UTILISATION,77.5
Other manufacturing groups (including tobacco products),2,2012,UTILISATION,78.0
Other manufacturing groups (including tobacco products),3,2012,UTILISATION,80.5
Other manufacturing groups (including tobacco products),4,2012,UTILISATION,80.3
Other manufacturing groups (including tobacco products),1,2013,UTILISATION,77.3
Other manufacturing groups (including tobacco products),2,2013,UTILISATION,74.6
Other manufacturing groups (including tobacco products),3,2013,UTILISATION,81.6
Other manufacturing groups (including tobacco products),4,2013,UTILISATION,80.3
Other manufacturing groups (including tobacco products),1,2014,UTILISATION,76.4
Other manufacturing groups (including tobacco products),2,2014,UTILISATION,72.8
Other manufacturing groups (including tobacco products),3,2014,UTILISATION,79.4
Other manufacturing groups (including tobacco products),4,2014,UTILISATION,79.3
Other manufacturing groups (including tobacco products),1,2015,UTILISATION,76.9
Other manufacturing groups (including tobacco products),2,2015,UTILISATION,80.6
Other manufacturing groups (including tobacco products),3,2015,UTILISATION,77.2
Other manufacturing groups (including tobacco products),4,2015,UTILISATION,80.2
Other manufacturing groups (including tobacco products),1,2016,UTILISATION,81.6
Other manufacturing groups (including tobacco products),2,2016,UTILISATION,77.9
Other manufacturing groups (including tobacco products),3,2016,UTILISATION,79.7
Other manufacturing groups (including tobacco products),4,2016,UTILISATION,83.0
Other manufacturing groups (including tobacco products),1,2017,UTILISATION,80.6
Other manufacturing groups (including tobacco products),2,2017,UTILISATION,81.4
Other manufacturing groups (including tobacco products),3,2017,UTILISATION,78.7
