INDUSTRY,QUARTER,YEAR,RAW_MATERIAL_%,SKILLED_LABOUR_%,SEMI_AND_UNSKILLED LABOUR_%,INSUFFICIENT_DEMAND_%,OTHER_REASONS_%
Food and food products,4,2003,16.99,5.83,0.49,64.08,12.62
Food and food products,1,2004,22.44,6.34,0.49,57.56,13.17
Food and food products,2,2004,20.0,6.15,0.51,61.54,11.79
Food and food products,3,2004,17.55,7.45,2.13,62.23,10.64
Food and food products,4,2004,11.45,4.82,5.42,69.28,9.04
Food and food products,1,2005,20.9,4.52,1.69,65.54,7.34
Food and food products,2,2005,20.12,1.22,0.61,63.41,14.63
Food and food products,3,2005,21.6,3.7,1.23,61.73,11.73
Food and food products,4,2005,12.6,3.94,2.36,68.5,12.6
Food and food products,1,2006,15.08,2.79,1.12,51.4,29.61
Food and food products,2,2006,19.25,3.73,1.24,50.31,26.09
Food and food products,3,2006,9.64,4.22,1.2,63.25,22.29
Food and food products,4,2006,21.09,4.08,0.68,44.22,29.25
Food and food products,1,2007,17.14,5.71,0.57,57.71,18.86
Food and food products,2,2007,21.66,5.1,0.64,56.69,15.92
Food and food products,3,2007,9.84,3.28,0.55,41.53,45.36
Food and food products,4,2007,12.12,5.45,0.61,64.85,16.36
Food and food products,1,2008,12.63,4.74,1.05,60.0,21.58
Food and food products,2,2008,12.77,5.32,1.06,66.49,14.36
Food and food products,3,2008,10.0,4.44,0.56,71.11,13.89
Food and food products,4,2008,11.93,5.68,1.14,64.77,16.48
Food and food products,1,2009,9.18,9.18,0.97,53.14,27.54
Food and food products,2,2009,13.41,10.61,0.56,56.42,18.99
Food and food products,3,2009,12.64,12.64,0.57,58.05,16.09
Food and food products,4,2009,15.48,8.39,1.94,55.48,19.35
Food and food products,1,2010,12.37,7.73,1.55,62.89,15.46
Food and food products,2,2010,12.64,8.24,1.1,61.54,15.93
Food and food products,3,2010,16.48,7.95,1.14,62.5,11.93
Food and food products,4,2010,14.69,7.91,0.56,55.93,20.34
Food and food products,1,2011,14.36,5.94,0.5,58.91,20.3
Food and food products,2,2011,16.02,8.84,1.66,58.01,15.47
Food and food products,3,2011,16.87,10.24,1.2,57.83,13.86
Food and food products,4,2011,17.53,7.79,1.95,57.79,14.94
Food and food products,1,2012,12.77,7.98,0.53,57.98,21.28
Food and food products,2,2012,16.25,10.0,0.62,60.62,12.5
Food and food products,3,2012,18.29,8.0,1.14,57.14,16.0
Food and food products,4,2012,21.85,7.95,1.32,55.63,13.25
Food and food products,1,2013,11.06,7.52,0.88,47.35,33.19
Food and food products,2,2013,14.79,8.88,1.18,58.58,16.57
Food and food products,3,2013,14.38,8.22,1.37,66.44,9.59
Food and food products,4,2013,12.8,7.93,1.22,54.88,23.17
Food and food products,1,2014,12.24,9.69,2.04,59.18,16.84
Food and food products,2,2014,11.5,6.5,1.0,58.0,23.5
Food and food products,3,2014,16.47,7.06,0.59,58.82,17.65
Food and food products,4,2014,13.94,9.7,0.61,60.61,15.76
Food and food products,1,2015,9.34,7.69,1.1,58.79,23.08
Food and food products,2,2015,9.7,7.88,0.61,63.64,18.18
Food and food products,3,2015,10.19,7.01,0.64,64.97,17.2
Food and food products,4,2015,9.66,5.68,0.57,56.25,27.84
Food and food products,1,2016,11.93,6.25,1.14,57.95,22.16
Food and food products,2,2016,9.66,6.82,0.57,53.41,28.98
Food and food products,3,2016,11.32,6.29,1.26,57.86,22.64
Food and food products,4,2016,10.43,7.98,1.23,54.6,25.77
Food and food products,1,2017,10.93,6.56,1.09,56.83,24.59
Food and food products,2,2017,10.47,5.81,1.16,62.79,20.35
Food and food products,3,2017,13.53,7.06,1.18,61.18,17.06
Food and food products,4,2017,10.0,7.5,3.12,63.12,16.88
Food and food products,1,2018,8.56,6.95,1.6,59.36,24.06
Food and food products,2,2018,10.64,5.85,2.13,59.57,22.34
Food and food products,3,2018,9.63,6.95,1.6,61.5,20.32
Food and food products,4,2018,8.75,5.62,1.88,59.38,24.38
Food and food products,1,2019,6.99,5.91,1.61,56.99,28.49
Food and food products,2,2019,10.87,6.52,1.09,58.15,23.37
Food and food products,3,2019,10.11,6.18,1.69,58.43,23.6
Food and food products,4,2019,14.11,6.75,1.23,55.83,22.09
Food and food products,1,2020,5.46,3.75,0.68,34.13,55.97
Food and food products,2,2020,6.7,5.26,0.48,61.72,25.84
Food and food products,3,2020,12.18,3.05,0.51,62.44,21.32
Food and food products,4,2020,12.5,5.36,1.19,58.93,22.62
Food and food products,1,2021,5.33,2.33,1.0,34.67,57.0
Food and food products,2,2021,8.52,3.98,0.57,56.82,30.11
Food and food products,3,2021,17.34,5.2,0.58,54.91,21.39
Food and food products,4,2021,16.39,5.46,1.09,53.55,24.04
Beverages,4,2003,3.69,2.95,0.37,73.06,19.93
Beverages,1,2004,1.35,1.35,0.67,78.11,18.52
Beverages,2,2004,0.37,0.74,0.37,83.09,15.44
Beverages,3,2004,6.55,0.44,0.44,85.15,7.42
Beverages,4,2004,7.0,0.5,0.0,84.5,8.0
Beverages,1,2005,0.42,1.26,0.0,82.01,16.32
Beverages,2,2005,0.44,1.33,0.0,76.44,21.78
Beverages,3,2005,4.81,2.4,1.44,84.62,6.73
Beverages,4,2005,2.94,2.35,1.18,85.88,7.65
Beverages,1,2006,4.66,2.59,1.55,77.2,13.99
Beverages,2,2006,5.18,3.11,3.63,67.36,20.73
Beverages,3,2006,7.69,3.21,1.28,58.97,28.21
Beverages,4,2006,26.6,1.06,0.53,45.74,26.06
Beverages,1,2007,17.37,1.05,0.53,54.21,26.84
Beverages,2,2007,11.05,1.66,1.1,61.33,25.41
Beverages,3,2007,10.22,1.61,0.54,68.28,19.89
Beverages,4,2007,18.97,2.87,1.15,60.34,16.67
Beverages,1,2008,18.85,2.62,1.05,48.69,28.8
Beverages,2,2008,15.53,4.85,0.49,50.0,29.13
Beverages,3,2008,13.56,7.34,0.0,56.5,22.6
Beverages,4,2008,26.44,11.49,1.72,52.3,8.05
Beverages,1,2009,13.57,6.79,0.0,72.85,6.79
Beverages,2,2009,13.56,7.2,0.85,59.75,18.64
Beverages,3,2009,14.75,8.29,0.0,64.98,11.98
Beverages,4,2009,21.55,7.18,0.55,61.88,9.39
Beverages,1,2010,10.82,5.19,3.9,67.53,12.55
Beverages,2,2010,13.16,7.89,2.19,62.28,14.47
Beverages,3,2010,9.17,4.58,1.25,77.5,7.92
Beverages,4,2010,17.2,6.45,0.54,68.28,6.99
Beverages,1,2011,13.21,5.66,1.42,74.53,5.19
Beverages,2,2011,7.39,6.4,1.97,64.04,20.2
Beverages,3,2011,14.89,10.11,1.06,47.34,26.06
Beverages,4,2011,13.87,11.56,0.58,47.4,26.59
Beverages,1,2012,11.6,5.52,1.66,58.01,23.2
Beverages,2,2012,10.33,11.41,0.54,54.35,23.91
Beverages,3,2012,10.58,4.76,0.53,55.03,29.1
Beverages,4,2012,15.15,6.67,1.82,48.48,28.48
Beverages,1,2013,13.11,10.38,1.64,51.91,23.5
Beverages,2,2013,9.04,11.17,0.53,54.26,25.0
Beverages,3,2013,14.29,12.5,0.6,50.0,23.21
Beverages,4,2013,11.68,10.22,0.73,54.74,23.36
Beverages,1,2014,13.92,6.96,2.53,53.8,22.78
Beverages,2,2014,15.52,6.32,1.15,54.02,22.41
Beverages,3,2014,14.58,8.33,1.39,52.78,22.92
Beverages,4,2014,15.71,10.0,1.43,49.29,22.86
Beverages,1,2015,14.38,8.5,1.31,50.33,26.14
Beverages,2,2015,11.63,8.72,1.16,50.58,28.49
Beverages,3,2015,10.8,7.39,1.14,46.02,34.09
Beverages,4,2015,8.55,6.84,1.71,61.54,22.22
Beverages,1,2016,13.19,5.56,1.39,53.47,26.39
Beverages,2,2016,13.79,6.9,2.07,53.1,24.83
Beverages,3,2016,16.11,9.4,2.01,44.3,28.86
Beverages,4,2016,17.65,8.4,2.52,52.94,17.65
Beverages,1,2017,26.74,5.81,1.74,50.58,16.28
Beverages,2,2017,23.23,5.81,1.94,52.9,16.77
Beverages,3,2017,26.14,5.88,1.96,49.67,16.34
Beverages,4,2017,11.29,7.26,2.42,53.23,25.81
Beverages,1,2018,26.51,5.42,1.81,51.2,15.06
Beverages,2,2018,22.84,5.56,1.85,51.23,18.52
Beverages,3,2018,24.73,3.76,1.61,50.0,19.89
Beverages,4,2018,21.74,6.09,1.74,47.83,23.48
Beverages,1,2019,18.99,4.43,1.27,60.76,13.92
Beverages,2,2019,17.75,4.14,1.18,63.91,13.02
Beverages,3,2019,26.11,7.01,1.27,54.78,10.83
Beverages,4,2019,16.82,11.21,1.87,53.27,17.76
Beverages,1,2020,14.22,7.34,0.92,69.72,7.8
Beverages,2,2020,8.5,5.87,0.77,42.66,42.19
Beverages,3,2020,5.92,3.08,0.47,62.56,27.96
Beverages,4,2020,12.69,5.22,1.49,53.73,27.61
Beverages,1,2021,4.47,2.85,0.81,69.51,22.76
Beverages,2,2021,22.35,3.91,1.12,61.45,11.17
Beverages,3,2021,12.43,9.04,1.13,63.84,14.12
Beverages,4,2021,11.32,12.58,1.26,64.15,10.69
Textiles,4,2003,6.7,9.09,2.87,74.64,6.7
Textiles,1,2004,6.67,11.28,2.56,72.31,7.18
Textiles,2,2004,7.18,6.63,0.0,77.9,8.29
Textiles,3,2004,11.8,5.06,0.56,73.6,8.99
Textiles,4,2004,12.73,4.09,0.45,72.27,10.45
Textiles,1,2005,12.21,4.23,0.47,70.42,12.68
Textiles,2,2005,8.47,4.76,1.06,70.37,15.34
Textiles,3,2005,7.82,5.03,0.56,79.89,6.15
Textiles,4,2005,16.67,2.27,0.76,78.03,3.03
Textiles,1,2006,10.39,11.04,2.6,66.23,11.04
Textiles,2,2006,7.64,6.94,0.69,65.97,18.75
Textiles,3,2006,7.35,11.03,0.74,74.26,7.35
Textiles,4,2006,5.84,6.57,0.0,66.42,21.17
Textiles,1,2007,8.7,6.21,0.62,68.94,15.53
Textiles,2,2007,6.67,10.91,0.61,69.09,12.73
Textiles,3,2007,8.07,12.42,0.62,67.7,11.18
Textiles,4,2007,6.75,12.27,1.84,67.48,11.66
Textiles,1,2008,7.49,6.42,1.6,68.45,16.04
Textiles,2,2008,5.39,4.9,2.45,73.04,14.22
Textiles,3,2008,6.77,5.21,1.04,69.27,17.71
Textiles,4,2008,9.57,3.72,0.0,71.81,14.89
Textiles,1,2009,6.59,5.43,0.78,74.81,12.4
Textiles,2,2009,3.6,2.52,0.0,82.37,11.51
Textiles,3,2009,4.91,1.53,0.61,84.36,8.59
Textiles,4,2009,6.81,2.51,1.08,78.85,10.75
Textiles,1,2010,12.54,2.79,0.35,75.61,8.71
Textiles,2,2010,13.48,3.37,0.37,74.91,7.49
Textiles,3,2010,7.88,3.08,0.34,69.18,19.52
Textiles,4,2010,8.96,5.38,0.36,77.78,7.17
Textiles,1,2011,10.75,2.87,0.72,78.85,7.17
Textiles,2,2011,3.63,1.65,0.33,87.46,6.6
Textiles,3,2011,3.3,2.64,0.33,89.11,4.62
Textiles,4,2011,3.47,2.08,0.35,87.15,6.94
Textiles,1,2012,3.55,2.48,1.06,86.88,6.03
Textiles,2,2012,3.3,0.99,0.33,86.8,8.25
Textiles,3,2012,2.03,2.36,2.03,87.5,6.08
Textiles,4,2012,4.03,3.66,1.47,83.88,7.33
Textiles,1,2013,5.56,1.74,0.35,87.15,4.86
Textiles,2,2013,4.89,0.65,0.33,87.3,6.84
Textiles,3,2013,3.53,0.35,0.0,80.92,14.84
Textiles,4,2013,4.21,0.77,0.0,84.67,9.96
Textiles,1,2014,3.88,1.94,0.32,81.23,12.62
Textiles,2,2014,2.27,1.62,0.0,86.08,10.36
Textiles,3,2014,1.6,1.28,0.0,84.94,12.5
Textiles,4,2014,5.56,1.85,0.0,81.48,11.48
Textiles,1,2015,4.96,1.06,0.0,80.5,13.48
Textiles,2,2015,3.95,1.97,0.0,81.58,12.17
Textiles,3,2015,3.75,0.68,0.0,83.28,11.95
Textiles,4,2015,4.11,2.05,0.0,82.53,11.3
Textiles,1,2016,3.97,1.99,0.0,83.11,11.26
Textiles,2,2016,4.38,1.88,0.0,82.19,11.56
Textiles,3,2016,5.35,3.46,0.0,80.5,11.01
Textiles,4,2016,3.61,3.28,0.0,84.26,9.18
Textiles,1,2017,5.59,1.76,0.0,82.65,10.0
Textiles,2,2017,4.96,1.46,0.0,83.38,10.2
Textiles,3,2017,4.89,1.72,0.29,83.05,10.06
Textiles,4,2017,5.69,1.2,0.0,82.93,10.48
Textiles,1,2018,4.91,2.02,0.29,82.08,10.98
Textiles,2,2018,5.29,1.76,0.0,82.65,10.59
Textiles,3,2018,5.95,2.38,0.0,80.65,11.01
Textiles,4,2018,4.13,1.59,0.0,84.44,9.84
Textiles,1,2019,3.72,2.48,0.0,84.52,9.6
Textiles,2,2019,5.01,1.77,0.0,83.78,9.73
Textiles,3,2019,5.31,2.06,0.0,83.48,9.14
Textiles,4,2019,5.11,1.8,0.0,84.38,9.01
Textiles,1,2020,5.0,2.65,1.47,78.82,12.06
Textiles,2,2020,6.44,0.89,0.0,63.78,28.89
Textiles,3,2020,7.25,2.42,0.0,71.43,18.9
Textiles,4,2020,9.41,2.65,0.0,72.06,15.88
Textiles,1,2021,10.66,3.17,1.15,69.74,15.56
Textiles,2,2021,11.93,4.28,0.0,71.87,11.93
Textiles,3,2021,9.5,3.56,1.19,68.25,17.51
Textiles,4,2021,9.91,4.37,1.46,67.06,16.91
Wearing apparel,4,2003,9.68,18.28,2.15,62.37,7.53
Wearing apparel,1,2004,10.71,11.9,4.76,47.62,25.0
Wearing apparel,2,2004,7.23,18.07,14.46,38.55,21.69
Wearing apparel,3,2004,10.0,28.33,6.67,43.33,11.67
Wearing apparel,4,2004,22.54,15.49,2.82,50.7,8.45
Wearing apparel,1,2005,4.73,4.73,1.18,81.07,8.28
Wearing apparel,2,2005,4.69,4.69,2.08,74.48,14.06
Wearing apparel,3,2005,2.2,0.55,4.4,83.52,9.89
Wearing apparel,4,2005,1.29,3.87,3.23,51.61,40.0
Wearing apparel,1,2006,5.13,4.1,3.08,49.74,38.46
Wearing apparel,2,2006,4.71,1.76,4.12,41.76,48.24
Wearing apparel,3,2006,10.69,5.03,5.66,40.25,38.36
Wearing apparel,4,2006,12.21,2.29,6.11,45.8,33.59
Wearing apparel,1,2007,11.18,2.35,8.24,55.88,22.35
Wearing apparel,2,2007,9.63,1.07,5.35,51.34,32.62
Wearing apparel,3,2007,8.43,6.63,7.83,36.75,40.36
Wearing apparel,4,2007,7.95,5.96,4.64,41.72,40.4
Wearing apparel,1,2008,8.33,4.76,4.17,51.19,31.55
Wearing apparel,2,2008,8.93,6.55,2.98,50.0,31.55
Wearing apparel,3,2008,9.25,8.09,4.05,51.45,27.17
Wearing apparel,4,2008,5.88,5.88,10.16,53.48,24.6
Wearing apparel,1,2009,8.63,5.08,3.55,61.42,21.32
Wearing apparel,2,2009,5.61,4.08,3.06,70.41,16.84
Wearing apparel,3,2009,4.69,3.29,2.35,70.42,19.72
Wearing apparel,4,2009,6.57,7.07,4.55,64.14,17.68
Wearing apparel,1,2010,5.83,3.33,8.33,70.42,12.08
Wearing apparel,2,2010,8.47,5.08,4.66,67.37,14.41
Wearing apparel,3,2010,4.29,8.15,4.29,64.38,18.88
Wearing apparel,4,2010,3.38,12.56,5.31,57.97,21.26
Wearing apparel,1,2011,3.43,5.58,5.58,68.24,17.6
Wearing apparel,2,2011,2.96,6.9,5.91,62.07,21.67
Wearing apparel,3,2011,7.02,6.14,5.26,65.35,16.23
Wearing apparel,4,2011,5.24,4.19,5.76,65.45,19.37
Wearing apparel,1,2012,4.89,4.89,5.33,62.22,22.22
Wearing apparel,2,2012,6.61,4.85,4.41,66.08,17.62
Wearing apparel,3,2012,2.08,4.69,5.21,63.54,25.0
Wearing apparel,4,2012,3.57,2.86,5.71,56.43,30.71
Wearing apparel,1,2013,6.81,1.57,4.19,69.63,18.32
Wearing apparel,2,2013,8.7,2.17,5.43,65.76,17.93
Wearing apparel,3,2013,3.57,6.12,2.04,71.94,16.33
Wearing apparel,4,2013,2.73,4.37,1.64,77.05,14.21
Wearing apparel,1,2014,2.0,4.5,1.5,77.0,15.0
Wearing apparel,2,2014,2.23,4.02,1.34,80.8,12.05
Wearing apparel,3,2014,3.35,4.78,1.44,79.9,10.53
Wearing apparel,4,2014,3.08,4.62,1.54,79.49,11.28
Wearing apparel,1,2015,2.43,4.37,1.46,80.58,11.17
Wearing apparel,2,2015,2.37,5.21,1.9,76.78,13.74
Wearing apparel,3,2015,2.84,6.64,1.9,74.88,13.74
Wearing apparel,4,2015,2.9,6.76,1.93,71.5,16.43
Wearing apparel,1,2016,3.69,6.45,1.84,71.43,16.13
Wearing apparel,2,2016,2.61,6.09,1.74,73.91,15.65
Wearing apparel,3,2016,2.61,6.09,1.74,73.48,15.65
Wearing apparel,4,2016,3.03,6.06,1.73,74.89,14.29
Wearing apparel,1,2017,1.65,5.37,1.65,77.27,13.64
Wearing apparel,2,2017,2.41,6.02,1.61,73.9,16.06
Wearing apparel,3,2017,2.38,5.56,1.59,75.79,14.68
Wearing apparel,4,2017,2.47,6.17,1.65,74.49,15.23
Wearing apparel,1,2018,2.46,6.15,1.64,74.59,15.16
Wearing apparel,2,2018,1.98,6.75,1.59,75.0,14.29
Wearing apparel,3,2018,2.36,5.51,1.57,75.98,14.57
Wearing apparel,4,2018,2.39,5.58,1.59,76.1,14.74
Wearing apparel,1,2019,2.07,6.2,1.65,75.21,14.88
Wearing apparel,2,2019,2.41,6.83,1.61,74.3,14.86
Wearing apparel,3,2019,2.38,5.56,1.59,75.79,14.68
Wearing apparel,4,2019,2.43,5.67,1.62,75.3,14.57
Wearing apparel,1,2020,1.61,5.24,1.61,76.61,14.52
Wearing apparel,2,2020,0.88,3.37,1.03,63.05,31.82
Wearing apparel,3,2020,1.16,1.62,0.46,53.83,42.92
Wearing apparel,4,2020,1.53,6.49,1.53,72.52,17.94
Wearing apparel,1,2021,3.77,7.17,1.51,71.7,15.85
Wearing apparel,2,2021,3.26,6.16,1.45,73.91,15.58
Wearing apparel,3,2021,5.61,5.96,1.4,72.28,14.74
Wearing apparel,4,2021,2.58,6.27,1.48,74.17,15.87
Leather,4,2003,19.23,3.08,1.54,46.15,30.0
Leather,1,2004,19.61,3.27,1.96,60.78,14.38
Leather,2,2004,11.4,2.07,1.04,70.98,14.51
Leather,3,2004,10.06,2.23,1.12,78.21,8.38
Leather,4,2004,14.37,16.67,8.62,55.75,4.6
Leather,1,2005,1.63,15.04,10.16,61.38,11.79
Leather,2,2005,4.59,18.88,0.0,58.67,17.86
Leather,3,2005,8.46,0.0,0.0,69.15,21.89
Leather,4,2005,2.73,0.0,0.0,55.74,41.53
Leather,1,2006,8.7,2.17,0.0,53.8,35.33
Leather,2,2006,8.48,2.68,0.0,66.52,22.32
Leather,3,2006,14.55,0.0,0.0,78.91,6.55
Leather,4,2006,12.24,3.4,2.04,49.66,32.65
Leather,1,2007,23.23,4.04,0.51,56.06,15.66
Leather,2,2007,56.81,1.17,0.0,39.69,2.33
Leather,3,2007,53.72,2.07,3.72,40.5,0.0
Leather,4,2007,56.58,3.07,4.39,35.53,0.0
Leather,1,2008,47.91,9.77,3.26,39.07,0.0
Leather,2,2008,49.49,8.08,2.53,39.9,0.0
Leather,3,2008,44.59,7.21,3.15,45.05,0.0
Leather,4,2008,26.22,5.99,0.75,50.19,16.85
Leather,1,2009,25.34,4.05,1.35,66.89,2.36
Leather,2,2009,24.04,2.56,1.28,68.59,3.53
Leather,3,2009,31.36,2.79,1.39,64.46,0.35
Leather,4,2009,13.21,2.86,1.43,82.5,0.0
Leather,1,2010,11.76,2.21,3.31,82.72,0.0
Leather,2,2010,40.89,2.67,4.0,52.44,0.0
Leather,3,2010,32.73,2.4,2.7,35.44,27.03
Leather,4,2010,27.04,3.86,6.01,63.52,0.0
Leather,1,2011,23.83,2.98,5.11,66.38,1.7
Leather,2,2011,10.56,2.11,3.52,45.42,38.38
Leather,3,2011,8.33,1.67,2.78,60.56,26.39
Leather,4,2011,12.65,2.04,3.67,60.82,20.82
Leather,1,2012,10.32,3.2,2.85,76.87,6.41
Leather,2,2012,9.76,0.7,2.09,68.29,19.16
Leather,3,2012,9.6,0.56,1.69,59.89,28.25
Leather,4,2012,11.18,2.63,1.64,76.97,7.89
Leather,1,2013,11.81,2.2,1.65,73.35,11.26
Leather,2,2013,11.53,0.62,2.8,70.09,14.95
Leather,3,2013,12.26,1.29,1.94,70.0,14.84
Leather,4,2013,17.14,0.82,2.04,73.88,6.12
Leather,1,2014,18.09,0.68,1.71,75.43,4.44
Leather,2,2014,13.62,0.66,1.66,78.41,5.98
Leather,3,2014,13.14,0.54,1.34,80.97,4.29
Leather,4,2014,15.75,0.79,3.15,75.98,4.33
Leather,1,2015,15.15,0.67,2.02,75.76,6.4
Leather,2,2015,17.65,1.96,4.31,69.41,6.67
Leather,3,2015,18.82,1.96,4.31,68.63,6.67
Leather,4,2015,15.62,2.34,5.08,67.97,8.59
Leather,1,2016,15.81,2.37,5.14,69.96,6.72
Leather,2,2016,19.92,2.49,5.39,64.73,7.05
Leather,3,2016,19.5,2.13,4.61,68.79,4.61
Leather,4,2016,14.4,2.4,5.2,71.6,6.4
Leather,1,2017,19.69,2.36,5.12,67.72,5.12
Leather,2,2017,19.5,2.13,4.61,66.31,7.45
Leather,3,2017,13.56,2.03,4.07,73.22,7.12
Leather,4,2017,16.34,3.11,4.67,68.48,7.39
Leather,1,2018,20.16,2.33,4.65,67.05,6.2
Leather,2,2018,19.93,2.21,4.43,68.63,4.8
Leather,3,2018,15.84,1.98,3.96,75.25,3.3
Leather,4,2018,12.23,1.88,3.76,74.92,7.52
Leather,1,2019,8.74,1.54,3.08,76.61,10.54
Leather,2,2019,10.11,1.64,3.28,74.86,10.38
Leather,3,2019,9.64,1.56,3.12,76.04,9.9
Leather,4,2019,6.98,1.55,3.1,75.97,12.4
Leather,1,2020,7.4,1.53,3.06,76.02,12.24
Leather,2,2020,3.99,1.33,2.66,65.09,26.78
Leather,3,2020,8.31,1.39,2.77,72.75,15.01
Leather,4,2020,5.43,1.92,3.83,73.48,15.34
Leather,1,2021,8.29,1.66,3.31,73.76,13.26
Leather,2,2021,18.88,1.0,2.81,32.33,45.18
Leather,3,2021,19.63,1.14,3.2,60.5,15.75
Leather,4,2021,17.87,1.21,3.38,58.7,19.08
Footwear,4,2003,14.44,3.89,0.0,64.44,17.22
Footwear,1,2004,5.05,1.01,0.0,80.81,13.13
Footwear,2,2004,11.76,12.83,0.0,74.87,0.53
Footwear,3,2004,10.83,24.17,0.0,63.33,1.67
Footwear,4,2004,0.0,2.76,0.0,97.24,0.0
Footwear,1,2005,5.15,7.22,0.0,73.71,13.92
Footwear,2,2005,6.36,5.93,0.0,77.12,10.59
Footwear,3,2005,9.31,2.45,0.0,78.92,9.8
Footwear,4,2005,18.45,6.55,0.0,41.67,33.33
Footwear,1,2006,4.76,14.29,0.0,61.9,19.05
Footwear,2,2006,10.57,4.88,0.0,69.92,14.63
Footwear,3,2006,8.65,19.23,0.0,53.85,17.31
Footwear,4,2006,13.13,6.06,0.0,62.63,18.18
Footwear,1,2007,13.27,6.12,0.0,54.08,25.51
Footwear,2,2007,16.3,3.26,0.0,60.87,19.57
Footwear,3,2007,6.67,3.33,0.0,55.56,35.56
Footwear,4,2007,5.36,2.68,0.0,69.64,22.32
Footwear,1,2008,6.82,3.41,0.0,56.82,32.95
Footwear,2,2008,7.23,3.61,0.0,63.86,25.3
Footwear,3,2008,6.52,3.26,0.0,63.04,27.17
Footwear,4,2008,3.08,1.54,0.0,49.23,46.15
Footwear,1,2009,8.57,1.43,0.0,44.29,45.71
Footwear,2,2009,0.0,2.5,0.0,92.5,5.0
Footwear,3,2009,0.0,5.77,0.0,94.23,0.0
Footwear,4,2009,0.0,0.0,0.0,100.0,0.0
Footwear,1,2010,0.0,0.0,0.0,100.0,0.0
Footwear,2,2010,14.93,20.9,0.0,60.45,4.48
Footwear,3,2010,6.43,20.0,0.0,73.57,0.0
Footwear,4,2010,12.5,20.59,0.0,67.65,0.0
Footwear,1,2011,13.18,20.16,0.0,67.44,0.0
Footwear,2,2011,18.26,5.22,0.0,76.52,0.0
Footwear,3,2011,9.7,4.48,0.0,81.34,3.73
Footwear,4,2011,11.82,5.45,0.0,78.18,4.55
Footwear,1,2012,9.38,5.21,0.0,85.42,0.0
Footwear,2,2012,15.25,7.63,0.0,77.12,0.0
Footwear,3,2012,18.92,5.41,0.0,75.68,0.0
Footwear,4,2012,8.49,4.72,0.0,86.79,0.0
Footwear,1,2013,16.67,9.52,0.0,73.81,0.0
Footwear,2,2013,23.53,8.82,0.0,66.18,0.0
Footwear,3,2013,13.27,11.22,0.0,75.51,0.0
Footwear,4,2013,15.79,11.4,0.0,72.81,0.0
Footwear,1,2014,18.46,14.62,0.0,67.69,0.0
Footwear,2,2014,15.48,16.77,0.0,67.74,0.0
Footwear,3,2014,14.55,15.76,0.0,69.7,0.0
Footwear,4,2014,14.39,13.67,0.0,67.63,4.32
Footwear,1,2015,14.39,7.58,0.0,74.24,4.55
Footwear,2,2015,12.68,3.52,0.0,83.8,0.0
Footwear,3,2015,16.17,5.99,0.0,78.44,0.0
Footwear,4,2015,8.12,3.12,0.0,88.75,0.0
Footwear,1,2016,12.58,4.64,0.0,82.12,0.0
Footwear,2,2016,15.08,5.59,0.0,79.89,0.0
Footwear,3,2016,13.1,6.9,0.0,80.0,0.0
Footwear,4,2016,10.14,4.73,0.0,85.14,0.0
Footwear,1,2017,10.79,5.04,0.0,84.17,0.0
Footwear,2,2017,10.05,5.29,0.0,79.37,5.82
Footwear,3,2017,16.56,4.46,0.0,78.98,0.0
Footwear,4,2017,13.38,7.04,0.0,80.28,0.0
Footwear,1,2018,13.57,5.0,0.0,81.43,0.0
Footwear,2,2018,10.2,4.76,0.0,85.03,0.0
Footwear,3,2018,7.69,2.56,0.0,89.74,0.0
Footwear,4,2018,7.02,2.63,0.0,90.35,0.0
Footwear,1,2019,9.73,4.42,0.0,85.84,0.0
Footwear,2,2019,22.29,4.46,0.0,72.61,0.0
Footwear,3,2019,5.04,5.04,0.0,82.01,7.91
Footwear,4,2019,8.94,12.2,0.0,61.79,17.89
Footwear,1,2020,4.08,7.14,0.0,77.55,11.22
Footwear,2,2020,2.41,4.6,0.0,70.9,22.32
Footwear,3,2020,11.22,3.57,0.0,69.39,15.31
Footwear,4,2020,8.94,12.2,0.0,79.67,0.0
Footwear,1,2021,10.05,5.29,0.0,75.13,10.05
Footwear,2,2021,13.66,7.1,0.0,79.23,0.0
Footwear,3,2021,21.43,6.49,0.0,72.73,0.0
Footwear,4,2021,23.38,0.0,0.0,70.78,6.49
Wood and products of wood,4,2003,22.83,4.35,0.0,51.09,21.74
Wood and products of wood,1,2004,12.5,6.25,0.0,50.0,31.25
Wood and products of wood,2,2004,37.38,0.93,0.0,41.12,20.56
Wood and products of wood,3,2004,25.23,0.0,0.0,72.97,1.8
Wood and products of wood,4,2004,23.6,1.12,0.0,70.79,4.49
Wood and products of wood,1,2005,16.81,7.96,0.0,66.37,8.85
Wood and products of wood,2,2005,5.49,7.69,0.0,73.63,13.19
Wood and products of wood,3,2005,42.5,3.75,0.0,48.75,5.0
Wood and products of wood,4,2005,41.03,3.85,1.28,37.18,16.67
Wood and products of wood,1,2006,33.96,2.83,2.83,36.79,22.64
Wood and products of wood,2,2006,22.64,2.83,0.0,32.08,43.4
Wood and products of wood,3,2006,38.0,7.0,1.0,30.0,24.0
Wood and products of wood,4,2006,39.05,9.52,0.95,23.81,26.67
Wood and products of wood,1,2007,47.41,10.34,0.86,12.07,29.31
Wood and products of wood,2,2007,52.73,10.0,1.82,20.91,14.55
